step,Qk_bin_0,Qk_bin_1,Qk_bin_2,Qk_bin_3,Qk_bin_4,Qk_bin_5,Qk_bin_6,Qk_bin_7,Qk_bin_8,Qk_bin_9,Qk_bin_10,Qk_bin_11,Qk_bin_12,Qk_bin_13,Qk_bin_14,Qk_bin_15,Qk_bin_16,Qk_bin_17,Qk_bin_18,Qk_bin_19,Qk_bin_20,Qk_bin_21,Qk_bin_22,Qk_bin_23,Qk_bin_24,Qk_bin_25,Qk_bin_26,Qk_bin_27,Qk_bin_28,Qk_bin_29
221,1.0,4.0458037e-13,6.891321e-13,2.3209775e-17,1.4218532e-16,-4.1401336e-17,6.254736e-16,-4.1170635e-17,1.3841498e-15,1.5316662e-17,-4.3567355e-17,4.9281538e-17,-6.8954353e-16,5.303006e-16,3.4655046e-17,-5.1922898e-17,3.627456e-17,-3.9478986e-15,-3.1157092e-18,-2.4121884e-17,6.3484516e-18,1.0599829e-17,-1.7244108e-17,-4.4695385e-18,-8.457456e-18,0.0,0.0,0.0,0.0,0.0
222,1.0,4.0933394e-13,6.9489277e-13,1.152007e-17,2.0459812e-16,7.307019e-18,5.2589475e-16,1.5822556e-17,1.715626e-15,-4.112708e-17,-5.889875e-17,1.4862998e-16,-1.5375924e-16,3.591222e-16,1.2607624e-16,-2.4109387e-18,1.00257586e-16,-5.3947876e-15,4.9521417e-18,-7.6696674e-18,1.7429589e-18,1.4150412e-17,4.1004737e-18,-6.701733e-18,-9.784879e-18,0.0,0.0,0.0,0.0,0.0
223,1.0,4.138225e-13,6.9957267e-13,4.4150156e-17,2.8092038e-16,-2.3783943e-18,3.64622e-16,1.1339503e-16,2.3170129e-15,1.521328e-17,-2.3906375e-16,5.6729886e-17,-2.81866e-16,5.622496e-16,2.8632146e-17,3.8007808e-17,-1.0334066e-16,-7.2044675e-15,-8.503173e-19,2.0399147e-17,2.1988165e-18,-1.19404506e-17,6.653407e-18,1.9708928e-17,1.40922e-18,0.0,0.0,0.0,0.0,0.0
224,1.0,4.176561e-13,7.0400717e-13,6.189346e-17,5.149731e-16,3.2177776e-17,4.498203e-16,-7.64511e-17,1.5276109e-15,1.5169488e-17,-1.0154633e-16,2.629897e-17,-3.3315068e-16,4.713351e-16,6.727477e-17,-4.984698e-17,1.097311e-17,-2.4597782e-15,-1.6312284e-18,1.63208e-17,-2.785715e-20,3.902334e-18,-1.9515545e-17,8.705357e-19,6.6076747e-18,0.0,0.0,0.0,0.0,0.0
225,1.0,4.2095743e-13,7.094596e-13,1.5108063e-17,4.4840447e-16,2.5821464e-17,4.964231e-16,4.552724e-17,1.997854e-15,1.7119363e-17,-2.7861177e-16,-9.047288e-17,-1.4068057e-16,2.575944e-16,5.4200414e-17,-5.941726e-17,7.63802e-18,-2.1141934e-15,-5.5220865e-18,-1.5524539e-17,8.293585e-18,-6.846876e-18,-4.3925172e-18,6.8414315e-21,-7.5816984e-18,0.0,0.0,0.0,0.0,0.0
226,1.0,4.2430618e-13,7.1522107e-13,3.9360165e-17,2.0706603e-16,-2.426586e-17,7.3683534e-16,-8.025628e-17,9.599416e-16,4.8314805e-18,-1.5500073e-16,-1.6962556e-17,-5.061877e-16,1.2589692e-16,5.9903077e-17,-6.037219e-17,5.686088e-17,-7.6001835e-15,-1.1456435e-17,2.3615406e-17,-6.2658824e-18,-1.1752956e-18,1.0420774e-17,-2.2070613e-17,1.426068e-18,0.0,0.0,0.0,0.0,0.0
227,1.0,4.2824172e-13,7.20343e-13,4.1087474e-17,9.96256e-17,6.419211e-17,8.2225644e-16,-5.369626e-17,2.1648235e-15,2.1692828e-17,-8.9057395e-17,-4.7087518e-17,-3.3164773e-16,9.606871e-17,2.90465e-17,-5.166749e-17,1.1865951e-16,-4.423256e-15,6.1663097e-18,1.36663265e-17,3.728225e-18,-9.142323e-19,1.1355751e-17,1.1035172e-17,1.5938988e-18,0.0,0.0,0.0,0.0,0.0
228,1.0,4.32544e-13,7.272576e-13,5.3683416e-17,4.2802134e-16,2.8072746e-17,3.8518056e-16,1.4675607e-16,1.7247762e-15,-1.9218003e-17,-1.7661726e-16,1.9674532e-18,-3.0626191e-16,8.263114e-16,3.6864227e-17,-1.1194721e-17,-5.1269392e-17,-6.1988865e-15,1.5866196e-17,5.0157887e-18,1.0149721e-17,1.4805601e-19,-4.758945e-18,9.451533e-18,-1.7008446e-18,0.0,0.0,0.0,0.0,0.0
229,1.0,4.3727817e-13,7.361017e-13,3.85172e-17,1.727064e-16,3.218817e-17,3.926841e-16,3.026859e-17,2.554588e-15,-1.4526835e-17,-5.7086e-17,3.7732578e-17,-3.5762258e-16,1.0181758e-16,2.727845e-17,-1.8384772e-17,-2.7314687e-18,-5.444262e-15,3.814349e-18,1.0524048e-17,6.6310384e-18,1.34338664e-17,-1.0775823e-17,-4.7109627e-18,9.02377e-19,0.0,0.0,0.0,0.0,0.0
230,1.0,4.4182903e-13,7.441472e-13,5.495415e-18,2.796622e-16,-1.3433198e-17,3.3717412e-16,-6.8332323e-18,2.053681e-15,1.950169e-17,-2.4201248e-16,-4.249654e-17,-7.8748923e-16,8.1197563e-16,-3.7672336e-17,-3.960215e-17,2.0612967e-17,-3.0040633e-15,-7.054166e-18,-2.2431749e-18,-1.03521836e-17,1.909036e-17,1.0240084e-17,1.8936154e-18,1.6281525e-18,0.0,0.0,0.0,0.0,0.0
231,1.0,4.454246e-13,7.503983e-13,6.313859e-17,4.0568429e-16,-2.079516e-17,3.7027339e-16,7.9483004e-17,1.8878918e-15,-1.4481588e-17,-1.3252842e-16,4.001229e-17,-6.1966945e-17,5.706922e-16,3.8887163e-17,-9.050493e-17,1.3771134e-17,-3.531651e-15,8.5564224e-18,2.2114495e-17,6.0606324e-18,-6.1841706e-18,7.725357e-18,1.4866818e-17,-5.1948685e-19,0.0,0.0,0.0,0.0,0.0
232,1.0,4.478949e-13,7.556137e-13,3.9215256e-17,9.434877e-17,4.8527954e-17,5.7193983e-16,1.5680588e-16,1.4231302e-15,-1.7098591e-17,-1.8881599e-16,3.64171e-17,-4.554886e-16,6.474052e-16,3.6355137e-17,-1.4544287e-17,3.879576e-17,-2.935645e-15,-2.7799578e-18,1.9692715e-17,6.89205e-18,5.7021886e-18,-2.6629215e-18,-4.7497695e-18,-1.8090196e-18,0.0,0.0,0.0,0.0,0.0
233,1.0,4.5024433e-13,7.627602e-13,2.103798e-17,3.178125e-16,4.909733e-17,4.0483188e-16,2.2031208e-16,1.5958376e-15,-5.5903116e-18,-3.6380892e-17,6.4653376e-17,-5.8017384e-16,7.5166487e-16,1.0582281e-17,-2.6922864e-17,1.8024317e-17,-4.8612246e-15,2.3102802e-17,-1.4467344e-17,1.1384864e-18,-4.1311654e-18,-5.7507507e-18,1.174646e-17,-5.4339033e-18,0.0,0.0,0.0,0.0,0.0
234,1.0,4.5389669e-13,7.669349e-13,3.064439e-17,4.2723767e-16,3.1746663e-17,5.837941e-16,-8.55311e-17,1.325815e-15,-2.949993e-17,-2.1841549e-16,1.8718187e-17,-1.8302022e-16,7.1269416e-16,2.8606238e-17,2.8760226e-17,1.4414522e-17,-5.926487e-15,-4.18914e-18,-5.0601777e-18,-3.0023333e-18,-1.1450994e-17,1.5491387e-18,-1.992008e-17,-3.2382049e-18,0.0,0.0,0.0,0.0,0.0
235,1.0,4.5685965e-13,7.7370055e-13,2.067402e-17,5.9863874e-16,8.930852e-18,4.4442236e-16,2.610571e-18,2.336456e-15,4.0320936e-17,-1.1811509e-16,1.1588563e-16,-4.1879524e-16,8.4789374e-16,1.05968016e-17,-1.1726435e-16,2.2748812e-17,-2.5424886e-15,-5.3023605e-18,3.1656554e-18,-2.6179309e-18,-3.7691423e-18,-7.295111e-18,-7.201209e-18,-4.5537375e-21,0.0,0.0,0.0,0.0,0.0
236,1.0,4.600698e-13,7.823117e-13,5.4052696e-17,1.6143019e-16,3.197756e-17,6.602749e-16,3.6585884e-17,2.1332025e-15,-4.4751037e-17,-3.921428e-17,5.201829e-18,-4.5943056e-16,1.8865682e-16,1.747663e-17,-3.7408797e-17,5.4070464e-17,-3.6433216e-15,7.0605237e-19,5.686475e-18,-9.31536e-18,8.583909e-18,1.4962127e-17,1.0878432e-17,-6.449822e-18,0.0,0.0,0.0,0.0,0.0
237,1.0,4.6257713e-13,7.884896e-13,2.6773838e-17,2.5995663e-16,-2.0859004e-20,7.897235e-16,-3.3054584e-17,2.373072e-15,9.213893e-18,-5.584661e-17,1.3071438e-17,-1.4944396e-16,2.1979891e-16,4.9673235e-17,1.2520112e-17,4.744787e-17,-7.11535e-15,-8.57645e-18,-1.0541873e-17,1.0741343e-17,5.5062907e-18,2.591737e-17,1.081714e-17,-4.034679e-18,0.0,0.0,0.0,0.0,0.0
238,1.0,4.677953e-13,7.967892e-13,1.0228853e-17,4.1736008e-16,-1.7724254e-17,3.6401251e-16,8.0740246e-17,1.5509936e-15,-2.409056e-18,-2.1864169e-16,3.481351e-17,-7.954241e-16,4.9123776e-16,-6.930545e-17,-8.027753e-17,3.9511142e-17,-5.6081336e-15,1.4428644e-17,1.5927164e-17,1.9389158e-17,1.1022089e-17,1.1005179e-17,-2.273992e-17,-2.8355245e-18,0.0,0.0,0.0,0.0,0.0
239,1.0,4.722783e-13,8.034285e-13,2.2987176e-17,1.9833979e-16,1.0711276e-17,4.5478946e-16,8.4153445e-17,1.9236743e-15,-1.4784032e-17,1.02347375e-16,1.0875287e-16,-6.5159116e-16,5.515074e-16,3.6189463e-17,-1.36351145e-17,6.928915e-17,-4.9449923e-15,-2.262984e-17,1.0541581e-17,8.8103396e-18,-1.3296195e-18,1.0180299e-17,7.288772e-18,-8.427726e-18,0.0,0.0,0.0,0.0,0.0
240,1.0,4.7481257e-13,8.081881e-13,6.33398e-17,3.3421173e-16,-9.940305e-18,5.342865e-16,-4.8202273e-17,1.8189889e-15,-1.87483e-17,-4.659845e-17,1.6234789e-16,-4.4292187e-16,5.565e-16,4.7569777e-17,-9.898856e-19,8.484533e-17,-3.4793394e-15,-5.494737e-18,4.1541006e-18,1.5449224e-17,1.5000828e-18,-8.309593e-19,1.621955e-17,2.483558e-18,0.0,0.0,0.0,0.0,0.0
241,1.0,4.808603e-13,8.1733557e-13,4.944151e-17,1.1271898e-16,1.5415778e-17,6.740329e-16,6.267155e-17,2.6604418e-15,3.5269095e-17,-1.4974518e-16,5.2728913e-17,-4.8833837e-16,3.9878203e-16,4.7600145e-17,-1.4533439e-16,5.048115e-17,-3.96093e-15,-5.9975533e-18,-7.2931654e-18,-2.5764877e-18,7.691901e-18,4.4910175e-18,-4.614388e-18,-6.9224564e-19,0.0,0.0,0.0,0.0,0.0
242,1.0,4.844818e-13,8.231913e-13,-4.1220006e-18,6.216232e-17,7.327647e-17,4.4203563e-16,4.2395968e-18,2.7428403e-15,1.22992964e-17,-3.183642e-16,-6.6677706e-17,-3.016488e-16,1.6892943e-16,1.1322246e-17,-2.829946e-17,9.614655e-18,-5.908949e-15,7.713772e-18,1.7886136e-17,4.5099144e-18,-2.3969436e-18,2.5240312e-18,-1.776807e-17,1.1321012e-18,0.0,0.0,0.0,0.0,0.0
243,1.0,4.8710976e-13,8.282575e-13,-2.0929524e-17,3.046795e-16,3.0986722e-17,8.2403023e-16,-1.1754005e-16,2.7041376e-15,7.672003e-18,-3.3017718e-16,1.1556782e-17,-1.579235e-16,1.0139166e-15,5.5228097e-17,-2.8242682e-17,4.911195e-18,-3.5194306e-15,6.3940648e-18,2.1108441e-19,-1.2732807e-17,1.5491435e-17,-9.337884e-18,-5.4733627e-18,-7.790103e-19,0.0,0.0,0.0,0.0,0.0
244,1.0,4.908571e-13,8.3207155e-13,3.2075695e-17,5.7027176e-16,5.7608133e-17,5.4793407e-16,8.695601e-17,1.1717655e-15,2.2365129e-17,1.7409442e-17,7.8714216e-17,-6.96226e-17,3.3849258e-16,1.4792117e-18,4.8124283e-17,8.430789e-17,-5.386932e-15,-7.527231e-18,-1.2103544e-17,2.5932081e-18,-8.7100224e-18,2.3172782e-17,-3.096267e-17,-9.512814e-19,0.0,0.0,0.0,0.0,0.0
245,1.0,4.9228416e-13,8.3639915e-13,1.9715886e-17,5.752285e-16,4.673331e-18,9.597395e-16,-4.367023e-17,2.470926e-15,-2.069007e-18,-1.4495121e-16,9.995682e-18,-7.271309e-16,7.3005886e-16,-2.272804e-17,-3.273928e-17,-2.6857767e-17,-5.8568678e-15,-2.665075e-18,-9.423173e-18,-8.6884644e-18,-2.6346106e-18,-5.3552905e-18,-2.031725e-17,-2.2632255e-18,0.0,0.0,0.0,0.0,0.0
246,1.0,4.9442156e-13,8.399469e-13,5.5769794e-17,1.5646523e-17,6.045646e-17,7.931909e-16,5.613037e-17,2.1078106e-15,-2.4601044e-18,-3.3421108e-17,-1.9560892e-18,-5.7558176e-16,3.0210452e-16,2.9255138e-17,-5.0868435e-17,1.0423308e-16,-2.568275e-15,5.962277e-19,8.131579e-18,-5.2819072e-18,-5.623442e-18,7.9092686e-18,1.183868e-17,-2.3220573e-18,0.0,0.0,0.0,0.0,0.0
247,1.0,4.97227e-13,8.460367e-13,2.6471351e-17,3.7657325e-16,2.3792788e-17,6.405998e-16,1.1888392e-16,1.9702666e-15,-3.901132e-18,-2.0094496e-16,-3.7995347e-17,-3.685272e-16,6.0883325e-16,-8.319726e-17,-5.814195e-17,4.7645636e-17,-6.36945e-15,1.5884928e-17,8.346665e-18,2.4271634e-18,1.0866671e-17,-8.776981e-18,2.336738e-17,-3.8574277e-18,0.0,0.0,0.0,0.0,0.0
248,1.0,5.0218336e-13,8.5411506e-13,-1.0355141e-17,1.1457456e-16,5.1648373e-17,7.012456e-16,-3.1390333e-17,3.1166696e-15,-1.0276071e-17,-1.621396e-16,7.284745e-18,-5.902469e-16,2.5854397e-16,6.2284444e-17,-2.188699e-17,5.4038925e-17,-2.7086233e-15,-4.6881966e-19,1.2371137e-18,5.7302912e-18,3.571403e-18,6.712109e-19,5.832898e-19,-1.540463e-18,0.0,0.0,0.0,0.0,0.0
249,1.0,5.0697174e-13,8.6207354e-13,1.7879552e-17,4.476863e-16,5.7314716e-17,4.1828184e-16,9.317792e-17,2.0240418e-15,-2.2652454e-17,-1.6165654e-16,6.751869e-17,-5.429641e-16,8.8498304e-16,7.816584e-17,8.1301035e-18,6.407009e-17,-6.8938436e-15,-7.73078e-18,1.3974576e-17,-1.0985282e-17,-1.6153297e-17,1.0522729e-17,-3.804027e-18,1.2425077e-18,0.0,0.0,0.0,0.0,0.0
250,1.0,5.1251175e-13,8.6796786e-13,3.2306277e-17,1.3769121e-16,-2.1916339e-17,5.527369e-16,4.886863e-17,1.6424174e-15,1.1542761e-17,-9.880978e-17,-1.715619e-17,-6.9315896e-17,4.5670577e-16,-2.3857659e-17,-2.7528869e-17,9.762825e-17,-4.315378e-15,-3.496048e-18,-6.4698717e-18,1.0788541e-17,-8.737926e-18,2.4805759e-17,-1.5355546e-18,-1.7012601e-18,0.0,0.0,0.0,0.0,0.0
251,1.0,5.1593164e-13,8.7468596e-13,2.8409746e-17,4.8797753e-16,3.1667503e-18,8.138167e-16,-1.1619943e-16,1.055104e-15,2.3625375e-17,-2.7403948e-16,7.4783196e-17,-7.799753e-16,4.6059783e-16,-1.994373e-18,-6.001354e-17,1.3461904e-16,-6.127515e-15,-1.4985e-17,3.621313e-17,4.566798e-18,-8.110409e-18,-4.953122e-18,1.7204053e-17,1.1277785e-18,0.0,0.0,0.0,0.0,0.0
252,1.0,5.2170605e-13,8.8274033e-13,1.34864114e-17,1.6038464e-16,-5.0609934e-17,6.520426e-16,-5.0918625e-17,2.5370953e-15,-1.784103e-17,-7.523649e-17,2.333472e-19,-6.41777e-17,2.4457666e-16,-9.2807605e-18,-1.0879089e-17,4.047606e-17,-4.785068e-15,-8.4282764e-18,7.475435e-18,5.7886844e-19,-8.512195e-18,1.3295677e-17,6.454203e-18,1.8316248e-18,0.0,0.0,0.0,0.0,0.0
253,1.0,5.2575175e-13,8.896106e-13,5.625689e-17,3.2054096e-16,1.4268693e-18,6.398022e-16,1.475703e-17,6.1722523e-16,4.336603e-18,-1.002603e-16,-4.6472688e-17,-4.4214715e-16,2.7239944e-16,7.782035e-17,-1.5987798e-16,1.1789719e-16,-4.6355017e-15,-3.9547617e-18,-2.6832837e-18,3.6954244e-18,-5.1081174e-18,6.954518e-18,-6.253334e-18,-1.1749989e-18,0.0,0.0,0.0,0.0,0.0
254,1.0,5.307902e-13,8.964399e-13,2.5771714e-17,3.3270665e-16,-1.6138441e-17,3.8905126e-16,1.9211174e-16,2.3018146e-15,-4.4554125e-17,-3.037006e-16,-7.101259e-17,-3.0330762e-16,2.9298875e-16,6.888067e-17,5.4048292e-17,1.1091262e-18,-7.955368e-15,-9.95826e-18,-1.5935077e-17,1.3231916e-18,3.635428e-18,-8.026506e-18,8.525183e-18,-3.5215147e-18,0.0,0.0,0.0,0.0,0.0
255,1.0,5.328535e-13,9.02415e-13,4.8258438e-17,8.5552465e-17,-1.52448e-17,4.2666873e-16,1.7984855e-18,4.4480823e-16,-3.5239846e-17,-2.956194e-16,-6.3221513e-17,1.8400616e-19,7.318253e-16,8.939175e-18,-3.0795196e-17,7.395188e-17,-6.9310068e-15,-9.6524855e-18,1.4660656e-17,1.043415e-18,-1.4755273e-17,-4.008946e-18,8.196566e-18,3.4906745e-18,0.0,0.0,0.0,0.0,0.0
256,1.0,5.352762e-13,9.0920164e-13,3.3002233e-17,2.183011e-16,5.4925296e-17,7.851817e-16,-3.675649e-17,1.998326e-15,9.07415e-18,-6.349568e-17,1.1471017e-17,-2.759244e-16,4.0714889e-16,3.7355784e-17,1.6502253e-17,-8.348223e-18,-7.856278e-15,6.055958e-18,-3.3003158e-18,-1.3192762e-17,-6.5665204e-18,1.096663e-17,9.703585e-19,2.7864017e-18,0.0,0.0,0.0,0.0,0.0
257,1.0,5.3855553e-13,9.136014e-13,-1.7407042e-17,2.7393345e-16,-4.534279e-18,6.8092566e-16,5.7197746e-17,1.4227419e-15,-2.5946307e-17,-2.1304972e-16,1.6846503e-17,-3.4023548e-16,8.2915716e-16,5.796747e-17,8.356704e-18,8.737409e-17,-3.4767139e-15,7.5000487e-19,6.965094e-18,-1.9774431e-17,5.8047617e-19,1.1271601e-19,-7.803837e-18,2.386199e-19,0.0,0.0,0.0,0.0,0.0
258,1.0,5.424984e-13,9.186081e-13,1.9872657e-17,2.1609599e-16,5.007285e-17,5.9223453e-16,-1.4803113e-16,2.6934949e-15,4.4006402e-17,-1.02736646e-16,8.0851214e-17,-6.798946e-16,5.067896e-16,1.0883767e-16,-8.5828505e-17,4.8103613e-17,-3.1404966e-15,7.5252456e-19,1.5387373e-18,-3.7866004e-18,-6.975457e-18,1.21941345e-17,-7.905696e-19,3.575288e-19,0.0,0.0,0.0,0.0,0.0
259,1.0,5.45219e-13,9.250381e-13,3.1492854e-17,1.4799529e-16,-1.7198544e-18,8.328348e-16,-7.825189e-17,2.1382002e-15,3.948645e-17,-1.9373747e-16,1.2492238e-16,-2.1131343e-16,8.0698084e-16,-3.995977e-17,-1.0078448e-16,1.1305341e-16,-5.099299e-15,2.059073e-18,1.405007e-17,-3.0481798e-18,-1.0010812e-17,-1.7358817e-17,1.9712875e-17,-1.0989909e-19,0.0,0.0,0.0,0.0,0.0
260,1.0,5.514665e-13,9.327504e-13,-1.7437881e-18,2.9255507e-16,1.8211705e-17,1.0178435e-15,-1.0747136e-16,2.8304493e-15,2.5410944e-17,-5.822427e-17,7.573716e-18,-7.053717e-16,3.4491867e-16,2.8480735e-17,-3.5687493e-17,1.1034711e-16,-5.556252e-15,-4.5493143e-18,3.2449251e-18,-1.002577e-17,1.8405238e-18,2.5305194e-18,-2.309413e-18,-7.4329125e-20,0.0,0.0,0.0,0.0,0.0
261,1.0,5.568917e-13,9.379837e-13,1.7092592e-17,2.5012012e-16,3.6268627e-17,9.78727e-16,4.902664e-17,1.6429511e-15,3.2487932e-17,-7.8034446e-17,-2.8365995e-17,-5.5470324e-16,5.683416e-16,1.2411981e-16,-1.02589666e-16,5.1601006e-17,-3.4816453e-15,-6.3304786e-18,8.69097e-19,5.0054084e-18,-7.880081e-18,1.762315e-18,3.838803e-18,-1.9398773e-18,0.0,0.0,0.0,0.0,0.0
262,1.0,5.625339e-13,9.451779e-13,3.5160202e-17,3.5204013e-16,7.255781e-19,5.40611e-16,1.6472622e-16,2.139495e-15,3.3189103e-17,-9.525127e-17,1.4855531e-16,-1.8568552e-16,3.7743055e-16,-4.7117167e-18,7.885923e-19,5.772832e-17,-4.1888176e-15,9.8745165e-18,1.4047615e-17,-7.321979e-18,4.6902936e-18,-4.0119455e-18,-2.8515424e-18,1.7757671e-18,0.0,0.0,0.0,0.0,0.0
263,1.0,5.67323e-13,9.52805e-13,-2.3133543e-18,2.7929162e-16,5.693669e-17,7.3824115e-16,4.9716774e-17,1.7211583e-15,1.1665525e-17,-2.0662866e-16,4.03214e-17,-5.706456e-16,1.0021701e-15,-3.4972806e-17,-9.807074e-17,9.662036e-17,-5.1673736e-15,2.9022157e-18,1.6592397e-18,-5.140925e-18,4.636273e-18,-5.243808e-18,2.220488e-17,-1.8370295e-19,0.0,0.0,0.0,0.0,0.0
264,1.0,5.723331e-13,9.580029e-13,3.7622844e-17,3.9160112e-16,4.260029e-17,5.7025207e-16,4.3301578e-17,4.055942e-15,-6.3358263e-18,-7.670803e-18,5.4798797e-17,-3.1669275e-16,1.608242e-16,-7.21284e-18,-1.2710141e-17,4.9165703e-17,-5.6995555e-15,3.042216e-18,-1.1687326e-17,8.249394e-18,-1.2449842e-17,-1.7886272e-17,2.0405704e-17,2.2243091e-18,0.0,0.0,0.0,0.0,0.0
265,1.0,5.774449e-13,9.638331e-13,-1.19782875e-17,3.383936e-16,5.97695e-17,6.611823e-16,7.481977e-18,2.4699932e-15,-4.107877e-17,1.5252892e-18,1.5084006e-16,-8.825848e-16,4.4496187e-16,2.0959026e-17,-2.308737e-17,1.261328e-16,-3.4161455e-15,1.0518383e-17,1.30900554e-17,-2.1613318e-19,-1.0638723e-17,-2.5164833e-17,-2.6171393e-18,2.8754517e-18,0.0,0.0,0.0,0.0,0.0
266,1.0,5.8189884e-13,9.717461e-13,7.39523e-18,1.3172442e-16,1.2737129e-17,6.060286e-16,1.4997135e-16,2.4790475e-15,1.9814738e-17,-1.4319079e-17,3.7772663e-17,-5.4855627e-16,7.113754e-16,9.305895e-18,-6.11249e-17,3.028015e-17,-6.383278e-15,9.23874e-18,-2.5786136e-19,6.5680324e-18,-3.988459e-18,-1.6337264e-17,3.7942096e-18,-3.5131184e-18,0.0,0.0,0.0,0.0,0.0
267,1.0,5.8520035e-13,9.791342e-13,3.3350738e-17,3.4528247e-16,3.511215e-17,6.8790616e-16,1.380539e-16,9.026005e-16,-1.7946128e-17,-1.4287111e-16,1.1418123e-16,-6.4514264e-16,7.7806557e-16,6.3811095e-18,-3.460252e-17,3.6750374e-17,-7.450489e-15,-2.2859307e-19,-1.4024158e-18,1.0542881e-17,-1.3331601e-17,9.6755035e-18,3.037518e-18,2.0427868e-18,0.0,0.0,0.0,0.0,0.0
268,1.0,5.885399e-13,9.862443e-13,1.0391165e-17,4.655529e-16,-1.1095618e-17,7.694267e-16,9.976049e-17,1.8013744e-15,-1.2313629e-18,4.2064027e-17,-6.3641965e-18,-5.6623994e-16,4.96884e-16,1.6259992e-17,5.483793e-18,1.1228237e-16,-5.1158376e-15,1.2628628e-18,-5.356161e-18,-4.925063e-19,2.9231345e-18,-5.9178168e-18,1.4080998e-17,-2.9171222e-19,0.0,0.0,0.0,0.0,0.0
269,1.0,5.9201526e-13,9.918325e-13,2.069678e-17,3.4534523e-16,-3.8488784e-18,9.895871e-16,9.983756e-17,2.1380632e-15,-1.802348e-17,3.5398456e-17,9.645872e-17,-5.6411875e-16,6.2525013e-16,3.0075472e-18,-2.4197933e-17,-6.7381306e-17,-6.6945723e-15,-2.3970857e-17,7.775077e-18,1.4004432e-17,-2.4121064e-18,-3.990426e-18,1.8243333e-17,-1.6850299e-18,0.0,0.0,0.0,0.0,0.0
270,1.0,5.95872e-13,9.968903e-13,-1.4268214e-17,5.0338025e-16,-1.5831853e-17,9.584787e-16,-1.8402438e-16,2.995063e-15,-5.652945e-18,-1.4610094e-16,-6.97176e-17,-4.0805185e-16,6.3249904e-16,8.756608e-17,-5.0975448e-18,9.862336e-18,-5.3302166e-15,-6.7998345e-18,1.4046743e-17,-8.356072e-18,4.9418127e-19,-1.7465548e-17,-1.1635964e-17,-2.5842045e-18,0.0,0.0,0.0,0.0,0.0
271,1.0,5.990299e-13,1.0035124e-12,-1.4295593e-17,1.1324329e-16,6.2295336e-17,9.879393e-16,1.2970964e-16,3.2863337e-15,1.0539909e-17,1.4856768e-18,4.0962163e-17,-2.7266038e-16,8.4004895e-16,-5.477985e-17,-9.375922e-17,1.8088588e-16,-3.9805475e-15,-2.3356646e-18,2.3187188e-18,-8.512637e-18,1.6559852e-18,-4.6109153e-18,2.0336846e-17,-1.1752672e-18,0.0,0.0,0.0,0.0,0.0
272,1.0,6.0350623e-13,1.0061818e-12,4.1512005e-18,4.1982672e-16,8.35428e-17,9.321755e-16,-6.405919e-17,3.6742345e-15,-2.4702531e-17,-1.1558152e-16,-8.513605e-19,-7.0379846e-16,3.9407011e-16,-6.332492e-17,-1.1743249e-16,3.0469218e-17,-6.644877e-15,-4.1170826e-18,8.7670756e-18,-4.686565e-18,-1.5099543e-18,2.8363335e-18,2.7389964e-18,-2.629476e-18,0.0,0.0,0.0,0.0,0.0
273,1.0,6.078794e-13,1.0108713e-12,2.2002898e-17,1.9663121e-16,-3.5977364e-17,6.686171e-16,-1.4692839e-16,1.9917628e-15,-2.2745267e-17,-1.3014537e-16,4.4762333e-17,-5.064143e-16,8.418548e-16,5.0335972e-17,-1.2925271e-16,1.5031928e-16,-6.635893e-15,2.5447043e-18,1.4784016e-18,-2.2462387e-18,1.152996e-17,2.935546e-17,2.847684e-17,2.2953331e-18,0.0,0.0,0.0,0.0,0.0
274,1.0,6.111674e-13,1.0165554e-12,-1.6432509e-17,3.257977e-16,3.7255394e-17,9.351788e-16,-4.217364e-17,1.4830118e-15,-5.52612e-17,-8.640657e-17,-2.9036402e-17,-3.7166056e-16,5.243322e-16,1.3229048e-16,-9.596305e-17,-1.2776525e-17,-7.986486e-15,1.9626632e-17,1.5288493e-17,-3.0324075e-18,-6.4347137e-18,3.813405e-18,-4.831618e-18,-2.1219072e-19,0.0,0.0,0.0,0.0,0.0
275,1.0,6.14718e-13,1.0240351e-12,6.873615e-17,4.552627e-16,3.4656638e-17,9.456552e-16,-5.8586146e-17,2.6003825e-15,-5.933177e-17,-7.5314325e-17,-1.2664733e-18,-1.1207167e-15,6.4894476e-16,6.1631514e-17,-9.4679014e-17,1.0051943e-16,-5.2975118e-15,-9.559849e-18,1.4738875e-18,5.8621455e-18,2.260114e-17,4.350518e-18,2.3136796e-17,-1.1472824e-18,0.0,0.0,0.0,0.0,0.0
276,1.0,6.186945e-13,1.0287139e-12,6.098042e-17,3.098484e-16,6.903352e-17,6.9963005e-16,2.3650813e-17,2.576245e-15,-2.273357e-17,-7.8070484e-17,-5.5013354e-17,-6.5962987e-16,5.86673e-16,8.765987e-17,2.6668147e-17,8.626293e-17,-4.9341846e-15,-3.142061e-18,5.9171967e-19,-1.4003819e-17,1.8144189e-17,-3.190902e-18,-2.9940838e-18,-2.6575082e-18,0.0,0.0,0.0,0.0,0.0
